biotype,symbol,cytoband/0,name,gene_id,is_cancer_gene_census,cytoband/1,cytoband/2
protein_coding,LYNX1,8q24.3,Ly6/neurotoxin 1,ENSG00000180155,,,
protein_coding,CNTN2,1q32.1,contactin 2 (axonal),ENSG00000184144,,,
protein_coding,SYPL1,7q22.3,synaptophysin-like 1,ENSG00000008282,,,
protein_coding,NOP2,12p13.31,NOP2 nucleolar protein,ENSG00000111641,,,
lincRNA,LINC00271,6q23.3,long intergenic non-protein coding RNA 271,ENSG00000231028,,,
protein_coding,PLA2G2A,1p36.13,"phospholipase A2, group IIA (platelets, synovial fluid)",ENSG00000188257,,,
protein_coding,MIEF1,22q13.1,mitochondrial elongation factor 1,ENSG00000100335,,,
protein_coding,DUSP21,Xp11.3,dual specificity phosphatase 21,ENSG00000189037,,,
protein_coding,CCDC107,9p13.3,coiled-coil domain containing 107,ENSG00000159884,,,
IG_V_gene,IGKV3-11,2p11.2,immunoglobulin kappa variable 3-11,ENSG00000241351,,,
protein_coding,AIPL1,17p13.2,aryl hydrocarbon receptor interacting protein-like 1,ENSG00000129221,,,
protein_coding,ZNF284,19q13.31,zinc finger protein 284,ENSG00000186026,,,
protein_coding,ASB1,2q37.3,ankyrin repeat and SOCS box containing 1,ENSG00000065802,,,
protein_coding,PTBP2,1p21.3,polypyrimidine tract binding protein 2,ENSG00000117569,,,
protein_coding,PGA5,11q12.2,"pepsinogen 5, group I (pepsinogen A)",ENSG00000256713,,,
protein_coding,DAPK2,15q22.31,death-associated protein kinase 2,ENSG00000035664,,,
protein_coding,GBGT1,9q34.2,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",ENSG00000148288,,,
protein_coding,DYNC1H1,14q32.31,"dynein, cytoplasmic 1, heavy chain 1",ENSG00000197102,,,
protein_coding,FAM47E,4q21.1,"family with sequence similarity 47, member E",ENSG00000189157,,,
protein_coding,HMGXB3,5q32,HMG box domain containing 3,ENSG00000113716,,,
protein_coding,CRYGB,2q33.3,"crystallin, gamma B",ENSG00000182187,,,
protein_coding,BACE1,11q23.3,beta-site APP-cleaving enzyme 1,ENSG00000186318,,,
protein_coding,SIRPG,20p13,signal-regulatory protein gamma,ENSG00000089012,,,
protein_coding,SNAI2,8q11.21,snail family zinc finger 2,ENSG00000019549,,,
protein_coding,CFL2,14q13.1,cofilin 2 (muscle),ENSG00000165410,,,
protein_coding,SPPL2A,15q21.2,signal peptide peptidase like 2A,ENSG00000138600,,,
protein_coding,CORIN,4p12,"corin, serine peptidase",ENSG00000145244,,,
protein_coding,MBL2,10q21.1,"mannose-binding lectin (protein C) 2, soluble",ENSG00000165471,,,
protein_coding,ZP3,7q11.23,zona pellucida glycoprotein 3 (sperm receptor),ENSG00000188372,,,
protein_coding,TMEM50A,1p36.11,transmembrane protein 50A,ENSG00000183726,,,
protein_coding,OR10H5,19p13.12,"olfactory receptor, family 10, subfamily H, member 5",ENSG00000172519,,,
lincRNA,SMIM10L1,12p13.2,small integral membrane protein 10 like 1,ENSG00000256537,,,
protein_coding,CHRM5,15q14,"cholinergic receptor, muscarinic 5",ENSG00000184984,,,
protein_coding,CPAMD8,19p13.11,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",ENSG00000160111,,,
protein_coding,GOLGA8K,15q13.3,"golgin A8 family, member K",ENSG00000249931,,,
protein_coding,CATIP,2q35,ciliogenesis associated TTC17 interacting protein,ENSG00000158428,,,
protein_coding,COQ2,4q21.23,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase,ENSG00000173085,,,
protein_coding,FOXJ1,17q25.1,forkhead box J1,ENSG00000129654,,,
protein_coding,DCTN1,2p13.1,dynactin 1,ENSG00000204843,true,,
protein_coding,FAM160B1,10q25.3,"family with sequence similarity 160, member B1",ENSG00000151553,,,
transcribed_unprocessed_pseudogene,AC005176.2,19q13.2,AC005176.2,ENSG00000268153,,,
protein_coding,ZNF613,19q13.41,zinc finger protein 613,ENSG00000176024,,,
miRNA,MIR377,14q32.31,microRNA 377,ENSG00000199015,,,
protein_coding,MOV10,1p13.2,Mov10 RISC complex RNA helicase,ENSG00000155363,,,
protein_coding,PSMB7,9q33.3,"proteasome (prosome, macropain) subunit, beta type, 7",ENSG00000136930,,,
protein_coding,TPO,2p25.3,thyroid peroxidase,ENSG00000115705,,,
protein_coding,LRRC57,15q15.2,leucine rich repeat containing 57,ENSG00000180979,,,
protein_coding,HRC,19q13.33,histidine rich calcium binding protein,ENSG00000130528,,,
protein_coding,COMP,19p13.11,cartilage oligomeric matrix protein,ENSG00000105664,,,
IG_D_gene,IGHD3-9,14q32.33,immunoglobulin heavy diversity 3-9,ENSG00000211924,,,
processed_pseudogene,RAD23BP1,3p24.3,RAD23 homolog B (S. cerevisiae) pseudogene 1,ENSG00000236570,,,
protein_coding,PIGR,1q32.1,polymeric immunoglobulin receptor,ENSG00000162896,,,
protein_coding,AAMP,2q35,"angio-associated, migratory cell protein",ENSG00000127837,,,
protein_coding,GLIPR1L1,12q21.2,GLI pathogenesis-related 1 like 1,ENSG00000173401,,,
protein_coding,MX1,21q22.3,MX dynamin-like GTPase 1,ENSG00000157601,,,
protein_coding,TDP2,6p22.3,tyrosyl-DNA phosphodiesterase 2,ENSG00000111802,,,
protein_coding,BARHL1,9q34.13,BarH-like homeobox 1,ENSG00000125492,,,
protein_coding,PLCE1,10q23.33,"phospholipase C, epsilon 1",ENSG00000138193,,,
IG_C_gene,IGLC7,22q11.22,immunoglobulin lambda constant 7,ENSG00000211685,,,
protein_coding,NDNL2,15q13.1,necdin-like 2,ENSG00000185115,,,
miRNA,AJ271736.1,,AJ271736.1,ENSG00000276543,,,
protein_coding,RGPD8,2q14.1,RANBP2-like and GRIP domain containing 8,ENSG00000169629,,,
protein_coding,HIST3H2A,1q42.13,"histone cluster 3, H2a",ENSG00000181218,,,
transcribed_unprocessed_pseudogene,OR52A4P,11p15.4,"olfactory receptor, family 52, subfamily A, member 4, pseudogene",ENSG00000205494,,,
processed_transcript,RP11-156P1.3,17q21.32,RP11-156P1.3,ENSG00000262879,,,
protein_coding,LBR,1q42.12,lamin B receptor,ENSG00000143815,,,
lincRNA,AC104794.4,2p25.1,AC104794.4,ENSG00000233502,,,
unprocessed_pseudogene,CDRT15P1,17p12,CMT1A duplicated region transcript 15 pseudogene 1,ENSG00000141028,,,
protein_coding,UQCRC1,3p21.31,ubiquinol-cytochrome c reductase core protein I,ENSG00000010256,,,
protein_coding,LILRB2,19q13.42,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",ENSG00000131042,,,
protein_coding,AMFR,16q13,"autocrine motility factor receptor, E3 ubiquitin protein ligase",ENSG00000159461,,,
protein_coding,RRN3,16p13.11,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),ENSG00000085721,,,
protein_coding,RAET1E,6q25.1,retinoic acid early transcript 1E,ENSG00000164520,,,
protein_coding,TMEM132D,12q24.33,transmembrane protein 132D,ENSG00000151952,,,
protein_coding,AFM,4q13.3,afamin,ENSG00000079557,,,
protein_coding,MND1,4q31.3,meiotic nuclear divisions 1 homolog (S. cerevisiae),ENSG00000121211,,,
protein_coding,EPM2AIP1,3p22.2,EPM2A (laforin) interacting protein 1,ENSG00000178567,,,
protein_coding,LMTK3,19q13.33,lemur tyrosine kinase 3,ENSG00000142235,,,
protein_coding,SNX20,16q12.1,sorting nexin 20,ENSG00000167208,,,
protein_coding,RBM44,2q37.3,RNA binding motif protein 44,ENSG00000177483,,,
protein_coding,LETMD1,12q13.12,LETM1 domain containing 1,ENSG00000050426,,,
protein_coding,ZNF654,3p11.1,zinc finger protein 654,ENSG00000175105,,,
protein_coding,TTC23L,5p13.2,tetratricopeptide repeat domain 23-like,ENSG00000205838,,,
protein_coding,CT45A5,Xq26.3,"cancer/testis antigen family 45, member A5",ENSG00000228836,,,
protein_coding,KCNE2,21q22.11,"potassium channel, voltage gated subfamily E regulatory beta subunit 2",ENSG00000159197,,,
protein_coding,STRAP,12p12.3,serine/threonine kinase receptor associated protein,ENSG00000023734,,,
protein_coding,HELZ2,20q13.33,"helicase with zinc finger 2, transcriptional coactivator",ENSG00000130589,,,
protein_coding,NPM3,10q24.32,nucleophosmin/nucleoplasmin 3,ENSG00000107833,,,
protein_coding,HPGD,4q34.1,hydroxyprostaglandin dehydrogenase 15-(NAD),ENSG00000164120,,,
protein_coding,SLC25A30,13q14.13,"solute carrier family 25, member 30",ENSG00000174032,,,
processed_pseudogene,RP11-215G15.4,5p15.2,RP11-215G15.4,ENSG00000251548,,,
protein_coding,SRMS,20q13.33,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,ENSG00000125508,,,
protein_coding,AC138028.1,16q24.2,AC138028.1,ENSG00000280603,,,
lincRNA,RP11-178C3.2,17q23.1,RP11-178C3.2,ENSG00000267302,,,
protein_coding,TMEM129,4p16.3,"transmembrane protein 129, E3 ubiquitin protein ligase",ENSG00000168936,,,
protein_coding,CCNB1IP1,14q11.2,"cyclin B1 interacting protein 1, E3 ubiquitin protein ligase",ENSG00000100814,true,,
protein_coding,COPZ1,12q13.13,"coatomer protein complex, subunit zeta 1",ENSG00000111481,,,
protein_coding,MAGI2,7q21.11,"membrane associated guanylate kinase, WW and PDZ domain containing 2",ENSG00000187391,,,
protein_coding,ZFPL1,11q13.1,zinc finger protein-like 1,ENSG00000162300,,,
protein_coding,SLC23A3,2q35,"solute carrier family 23, member 3",ENSG00000213901,,,
lincRNA,PART1,5q12.1,prostate androgen-regulated transcript 1 (non-protein coding),ENSG00000152931,,,
protein_coding,BEST1,11q12.3,bestrophin 1,ENSG00000167995,,,
snoRNA,SNORD115-41,15q11.2,"small nucleolar RNA, C/D box 115-41",ENSG00000200478,,,
protein_coding,LMTK2,7q21.3,lemur tyrosine kinase 2,ENSG00000164715,,,
protein_coding,LPPR3,19p13.3,lipid phosphate phosphatase-related protein type 3,ENSG00000129951,,,
protein_coding,TAF3,10p14,"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa",ENSG00000165632,,,
protein_coding,RPL6,12q24.13,ribosomal protein L6,ENSG00000089009,,,
protein_coding,POTEC,18p11.21,"POTE ankyrin domain family, member C",ENSG00000183206,,,
protein_coding,FGF21,19q13.33,fibroblast growth factor 21,ENSG00000105550,,,
protein_coding,USP41,22q11.21,ubiquitin specific peptidase 41,ENSG00000161133,,,
protein_coding,NUP205,7q33,nucleoporin 205kDa,ENSG00000155561,,,
protein_coding,RAB15,14q23.3,"RAB15, member RAS oncogene family",ENSG00000139998,,,
lincRNA,RP11-563J2.3,10p15.1,RP11-563J2.3,ENSG00000212743,,,
protein_coding,ZNF304,19q13.43,zinc finger protein 304,ENSG00000131845,,,
protein_coding,BCL7B,7q11.23,B-cell CLL/lymphoma 7B,ENSG00000106635,,,
protein_coding,OR5D16,11q12.1,"olfactory receptor, family 5, subfamily D, member 16",ENSG00000205029,,,
protein_coding,ANK2,4q25,"ankyrin 2, neuronal",ENSG00000145362,,4q26,
lincRNA,RP11-113D6.6,11p15.1,RP11-113D6.6,ENSG00000255470,,,
protein_coding,GEMIN4,17p13.3,gem (nuclear organelle) associated protein 4,ENSG00000179409,,,
protein_coding,GRM2,3p21.2,"glutamate receptor, metabotropic 2",ENSG00000164082,,,
protein_coding,RHOXF2,Xq24,"Rhox homeobox family, member 2",ENSG00000131721,,,
protein_coding,USP20,9q34.11,ubiquitin specific peptidase 20,ENSG00000136878,,,
protein_coding,HIST1H1T,6p22.2,"histone cluster 1, H1t",ENSG00000187475,,,
protein_coding,SET,9q34.11,SET nuclear proto-oncogene,ENSG00000119335,true,,
protein_coding,CPA3,3q24,carboxypeptidase A3 (mast cell),ENSG00000163751,,,
protein_coding,MEA1,6p21.1,male-enhanced antigen 1,ENSG00000124733,,,
lincRNA,RP11-944C7.1,14q32.11,RP11-944C7.1,ENSG00000258792,,,
protein_coding,DEFB135,8p23.1,"defensin, beta 135",ENSG00000205883,,,
protein_coding,OR4K15,14q11.2,"olfactory receptor, family 4, subfamily K, member 15",ENSG00000169488,,,
processed_pseudogene,RP11-1E1.2,4q21.1,RP11-1E1.2,ENSG00000271676,,,
protein_coding,RP11-196G11.1,16p11.2,RP11-196G11.1,ENSG00000255439,,,
protein_coding,FGD6,12q22,"FYVE, RhoGEF and PH domain containing 6",ENSG00000180263,,,
processed_pseudogene,CYCSP6,2p12,"cytochrome c, somatic pseudogene 6",ENSG00000214429,,,
protein_coding,GPRC5B,16p12.3,"G protein-coupled receptor, class C, group 5, member B",ENSG00000167191,,,
protein_coding,GATA3,10p14,GATA binding protein 3,ENSG00000107485,true,,
protein_coding,CRYBA1,17q11.2,"crystallin, beta A1",ENSG00000108255,,,
protein_coding,GPR101,Xq26.3,G protein-coupled receptor 101,ENSG00000165370,,,
protein_coding,TWISTNB,7p21.1,TWIST neighbor,ENSG00000105849,,,
protein_coding,AC073107.1,7q11.21,AC073107.1,ENSG00000272693,,,
protein_coding,ZNF497,19q13.43,zinc finger protein 497,ENSG00000174586,,,
protein_coding,TXNL1,18q21.31,thioredoxin-like 1,ENSG00000091164,,,
protein_coding,TPM3,1q21.3,tropomyosin 3,ENSG00000143549,true,,
protein_coding,BCKDHA,19q13.2,"branched chain keto acid dehydrogenase E1, alpha polypeptide",ENSG00000248098,,,
IG_V_gene,IGHV3-49,14q32.33,immunoglobulin heavy variable 3-49,ENSG00000211965,,,
lincRNA,DBET,4q35.2,D4Z4 binding element transcript (non-protein coding),ENSG00000281591,,,
protein_coding,SLC7A6,16q22.1,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6",ENSG00000103064,,,
protein_coding,ITPK1,14q32.12,inositol-tetrakisphosphate 1-kinase,ENSG00000100605,,,
protein_coding,TRPV3,17p13.2,"transient receptor potential cation channel, subfamily V, member 3",ENSG00000167723,,,
protein_coding,MICU2,13q12.11,mitochondrial calcium uptake 2,ENSG00000165487,,,
protein_coding,SMOC2,6q27,SPARC related modular calcium binding 2,ENSG00000112562,,,
processed_pseudogene,ANP32BP3,15q25.1,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B pseudogene 3",ENSG00000259461,,,
lincRNA,LINC00222,6q21,long intergenic non-protein coding RNA 222,ENSG00000203801,,,
protein_coding,UQCR11,19p13.3,"ubiquinol-cytochrome c reductase, complex III subunit XI",ENSG00000267059,,,
protein_coding,FAM92A1,8q22.1,"family with sequence similarity 92, member A1",ENSG00000188343,,,
protein_coding,PAX6,11p13,paired box 6,ENSG00000007372,,,
protein_coding,POLG2,17q23.3,"polymerase (DNA directed), gamma 2, accessory subunit",ENSG00000256525,,,
processed_pseudogene,AC024937.6,3q29,AC024937.6,ENSG00000231443,,,
protein_coding,C7orf49,7q33,chromosome 7 open reading frame 49,ENSG00000122783,,,
protein_coding,PA2G4,12q13.2,"proliferation-associated 2G4, 38kDa",ENSG00000170515,,,
protein_coding,OC90,8q24.22,otoconin 90,ENSG00000253117,,,
protein_coding,AC010547.9,16q22.2,AC010547.9,ENSG00000261611,,,
protein_coding,NDUFS8,11q13.2,"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)",ENSG00000110717,,,
protein_coding,RPP25L,9p13.3,ribonuclease P/MRP 25kDa subunit-like,ENSG00000164967,,,
protein_coding,SLITRK5,13q31.2,"SLIT and NTRK-like family, member 5",ENSG00000165300,,,
protein_coding,BAMBI,10p12.1,BMP and activin membrane-bound inhibitor,ENSG00000095739,,,
miRNA,MIR450A1,Xq26.3,microRNA 450a-1,ENSG00000199132,,,
protein_coding,LONRF2,2q11.2,LON peptidase N-terminal domain and ring finger 2,ENSG00000170500,,,
transcribed_unprocessed_pseudogene,FAM86HP,3q22.1,"family with sequence similarity 86, member A pseudogene",ENSG00000253540,,,
snoRNA,SNORD115-24,15q11.2,"small nucleolar RNA, C/D box 115-24",ENSG00000200398,,,
protein_coding,RP11-295P9.3,10p13,RP11-295P9.3,ENSG00000239665,,,
protein_coding,PARVA,11p15.3,"parvin, alpha",ENSG00000197702,,,
protein_coding,HS6ST3,13q32.1,heparan sulfate 6-O-sulfotransferase 3,ENSG00000185352,,,
protein_coding,ADARB1,21q22.3,"adenosine deaminase, RNA-specific, B1",ENSG00000197381,,,
protein_coding,CD248,11q13.2,"CD248 molecule, endosialin",ENSG00000174807,,,
protein_coding,THEM6,8q24.3,thioesterase superfamily member 6,ENSG00000130193,,,
protein_coding,NAT9,17q25.1,"N-acetyltransferase 9 (GCN5-related, putative)",ENSG00000109065,,,
protein_coding,FGF1,5q31.3,fibroblast growth factor 1 (acidic),ENSG00000113578,,,
protein_coding,HOMER2,15q25.2,homer scaffolding protein 2,ENSG00000103942,,,
protein_coding,TNPO1,5q13.2,transportin 1,ENSG00000083312,,,
processed_pseudogene,AC007318.5,2p14,AC007318.5,ENSG00000172974,,,
protein_coding,USH2A,1q41,"Usher syndrome 2A (autosomal recessive, mild)",ENSG00000042781,,,
protein_coding,ARAP1,11q13.4,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",ENSG00000186635,,,
sense_overlapping,MIR31HG,9p21.3,MIR31 host gene,ENSG00000171889,,,
protein_coding,JMJD7-PLA2G4B,15q15.1,JMJD7-PLA2G4B readthrough,ENSG00000168970,,,
protein_coding,IFI16,1q23.1,"interferon, gamma-inducible protein 16",ENSG00000163565,,,
protein_coding,CCM2L,20q11.21,cerebral cavernous malformation 2-like,ENSG00000101331,,,
protein_coding,ZNF592,15q25.3,zinc finger protein 592,ENSG00000166716,,,
protein_coding,CYB561D2,3p21.31,"cytochrome b561 family, member D2",ENSG00000114395,,,
protein_coding,NELFA,4p16.3,negative elongation factor complex member A,ENSG00000185049,,,
protein_coding,THEMIS,6q22.33,thymocyte selection associated,ENSG00000172673,,,
protein_coding,MS4A12,11q12.2,"membrane-spanning 4-domains, subfamily A, member 12",ENSG00000071203,,,
protein_coding,FDCSP,4q13.3,follicular dendritic cell secreted protein,ENSG00000181617,,,
protein_coding,TNFSF12-TNFSF13,17p13.1,TNFSF12-TNFSF13 readthrough,ENSG00000248871,,,
protein_coding,ACER2,9p22.1,alkaline ceramidase 2,ENSG00000177076,,,
misc_RNA,RNY4P14,13q14.11,"RNA, Ro-associated Y4 pseudogene 14",ENSG00000200526,,,
lincRNA,AC083864.4,7p14.2,AC083864.4,ENSG00000205745,,,
protein_coding,KHK,2p23.3,ketohexokinase (fructokinase),ENSG00000138030,,,
protein_coding,CLU,8p21.1,clusterin,ENSG00000120885,,,
protein_coding,WDR27,6q27,WD repeat domain 27,ENSG00000184465,,,
protein_coding,AC110602.1,17q23.2,AC110602.1,ENSG00000281267,,,
protein_coding,PLAC1,Xq26.3,placenta-specific 1,ENSG00000170965,,,
protein_coding,BBS4,15q24.1,Bardet-Biedl syndrome 4,ENSG00000140463,,,
processed_transcript,RP11-182J1.12,15q25.2,RP11-182J1.12,ENSG00000259244,,,
protein_coding,OR2AE1,7q22.1,"olfactory receptor, family 2, subfamily AE, member 1",ENSG00000244623,,,
protein_coding,ZAN,7q22.1,zonadhesin (gene/pseudogene),ENSG00000146839,,,
protein_coding,MED28,4p15.32,mediator complex subunit 28,ENSG00000118579,,,
protein_coding,HIST1H2AE,6p22.2,"histone cluster 1, H2ae",ENSG00000277075,,,
transcribed_unprocessed_pseudogene,GOLGA2P11,15q22.2,golgin A2 pseudogene 11,ENSG00000260062,,,
protein_coding,TSN,2q14.3,translin,ENSG00000211460,,,
protein_coding,IST1,16q22.2,increased sodium tolerance 1 homolog (yeast),ENSG00000182149,,,
protein_coding,PATE4,11q24.2,prostate and testis expressed 4,ENSG00000237353,,,
protein_coding,TFG,3q12.2,TRK-fused gene,ENSG00000114354,true,,
protein_coding,C9orf72,9p21.2,chromosome 9 open reading frame 72,ENSG00000147894,,,
protein_coding,ZDHHC4,7p22.1,"zinc finger, DHHC-type containing 4",ENSG00000136247,,,
protein_coding,BST1,4p15.32,bone marrow stromal cell antigen 1,ENSG00000109743,,,
protein_coding,C9orf117,9q34.11,chromosome 9 open reading frame 117,ENSG00000160401,,,
protein_coding,WDFY1,2q36.1,WD repeat and FYVE domain containing 1,ENSG00000085449,,,
protein_coding,EYA1,8q13.3,EYA transcriptional coactivator and phosphatase 1,ENSG00000104313,,,
protein_coding,M6PR,12p13.31,mannose-6-phosphate receptor (cation dependent),ENSG00000003056,,,
protein_coding,BLOC1S5,6p24.3,"biogenesis of lysosomal organelles complex-1, subunit 5, muted",ENSG00000188428,,,
protein_coding,POLR1E,9p13.2,"polymerase (RNA) I polypeptide E, 53kDa",ENSG00000137054,,,
protein_coding,DCAF8L2,Xp21.3,DDB1 and CUL4 associated factor 8-like 2,ENSG00000189186,,,
protein_coding,EGFLAM,5p13.2,"EGF-like, fibronectin type III and laminin G domains",ENSG00000164318,,5p13.1,
lincRNA,AC007364.1,2q23.3,AC007364.1,ENSG00000162947,,,
protein_coding,OAT,10q26.13,ornithine aminotransferase,ENSG00000065154,,,
protein_coding,EPHA10,1p34.3,EPH receptor A10,ENSG00000183317,,,
protein_coding,C11orf52,11q23.1,chromosome 11 open reading frame 52,ENSG00000149300,,,
protein_coding,TTLL1,22q13.2,tubulin tyrosine ligase-like family member 1,ENSG00000100271,,,
protein_coding,CPB1,3q24,carboxypeptidase B1 (tissue),ENSG00000153002,,,
protein_coding,CHST4,16q22.2,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4,ENSG00000140835,,,
protein_coding,RNF185,22q12.2,ring finger protein 185,ENSG00000138942,,,
lincRNA,RP11-13K12.1,17q25.3,RP11-13K12.1,ENSG00000267506,,,
protein_coding,CARHSP1,16p13.2,"calcium regulated heat stable protein 1, 24kDa",ENSG00000153048,,,
protein_coding,APOE,19q13.32,apolipoprotein E,ENSG00000130203,,,
processed_pseudogene,AC073465.3,2q31.1,AC073465.3,ENSG00000226131,,,
protein_coding,PRKCG,19q13.42,"protein kinase C, gamma",ENSG00000126583,,,
protein_coding,MGME1,20p11.23,mitochondrial genome maintenance exonuclease 1,ENSG00000125871,,,
protein_coding,TFCP2L1,2q14.2,transcription factor CP2-like 1,ENSG00000115112,,,
protein_coding,TMEM44,3q29,transmembrane protein 44,ENSG00000145014,,,
protein_coding,TLE6,19p13.3,transducin-like enhancer of split 6,ENSG00000104953,,,
protein_coding,PPEF2,4q21.1,"protein phosphatase, EF-hand calcium binding domain 2",ENSG00000156194,,,
protein_coding,SLC29A4,7p22.1,"solute carrier family 29 (equilibrative nucleoside transporter), member 4",ENSG00000164638,,,
