name,cytoband,gene_id,symbol,biotype
tektin 1,17p13.1,ENSG00000167858,TEKT1,protein_coding
"solute carrier family 25, member 41",19p13.3,ENSG00000181240,SLC25A41,protein_coding
vestigial-like family member 2,6q22.1,ENSG00000170162,VGLL2,protein_coding
TNF receptor-associated factor 2,9q34.3,ENSG00000127191,TRAF2,protein_coding
"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",1q21.3,ENSG00000143434,SEMA6C,protein_coding
storkhead box 2,4q35.1,ENSG00000173320,STOX2,protein_coding
"solute carrier family 47 (multidrug and toxin extrusion), member 2",17p11.2,ENSG00000180638,SLC47A2,protein_coding
"potassium channel, voltage gated modifier subfamily G, member 4",16q24.1,ENSG00000168418,KCNG4,protein_coding
"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6",17q12,ENSG00000275023,MLLT6,protein_coding
nucleoredoxin-like 2,9q22.1,ENSG00000130045,NXNL2,protein_coding
plastin 3,Xq23,ENSG00000102024,PLS3,protein_coding
SH3-domain GRB2-like 3,15q25.2,ENSG00000140600,SH3GL3,protein_coding
"ankyrin repeat domain 20 family, member A19, pseudogene",13q12.12,ENSG00000196593,ANKRD20A19P,transcribed_unprocessed_pseudogene
RP11-599B13.6,17p13.1,ENSG00000263620,RP11-599B13.6,protein_coding
CTC-512J12.6,19q13.31,ENSG00000267173,CTC-512J12.6,protein_coding
actin filament associated protein 1,4p16.1,ENSG00000196526,AFAP1,protein_coding
"myosin, heavy chain 8, skeletal muscle, perinatal",17p13.1,ENSG00000133020,MYH8,protein_coding
syntaxin binding protein 4,17q22,ENSG00000166263,STXBP4,protein_coding
colony stimulating factor 1 (macrophage),1p13.3,ENSG00000184371,CSF1,protein_coding
"adaptor-related protein complex 4, beta 1 subunit",1p13.2,ENSG00000134262,AP4B1,protein_coding
G antigen 12H,Xp11.23,ENSG00000224902,GAGE12H,protein_coding
angiopoietin-like 2,9q33.3,ENSG00000136859,ANGPTL2,protein_coding
RELT tumor necrosis factor receptor,11q13.4,ENSG00000054967,RELT,protein_coding
"protein kinase, cAMP-dependent, catalytic, gamma",9q21.11,ENSG00000165059,PRKACG,protein_coding
Rho family GTPase 1,12q13.12,ENSG00000172602,RND1,protein_coding
"guanine nucleotide binding protein (G protein), alpha 15 (Gq class)",19p13.3,ENSG00000060558,GNA15,protein_coding
"GIPC PDZ domain containing family, member 3",19p13.3,ENSG00000179855,GIPC3,protein_coding
SEC14-like 6 (S. cerevisiae),22q12.2,ENSG00000214491,SEC14L6,protein_coding
arsenite methyltransferase,10q24.32,ENSG00000214435,AS3MT,protein_coding
arginine vasopressin receptor 2,Xq28,ENSG00000126895,AVPR2,protein_coding
WD repeat domain 90,16p13.3,ENSG00000161996,WDR90,protein_coding
ARP3 actin-related protein 3 homolog B (yeast),7q36.1,ENSG00000133627,ACTR3B,protein_coding
unc-51 like kinase 4,3p22.1,ENSG00000168038,ULK4,protein_coding
"olfactory receptor, family 2, subfamily V, member 1",5q35.3,ENSG00000185372,OR2V1,protein_coding
keratin associated protein 9-2,17q21.2,ENSG00000239886,KRTAP9-2,protein_coding
"solute carrier family 6 (proline IMINO transporter), member 20",3p21.31,ENSG00000163817,SLC6A20,protein_coding
"zinc finger, CCHC domain containing 5",Xq21.1,ENSG00000179300,ZCCHC5,protein_coding
"delta(4)-desaturase, sphingolipid 1",1q42.11,ENSG00000143753,DEGS1,protein_coding
"lipase, family member M",10q23.31,ENSG00000173239,LIPM,protein_coding
double zinc ribbon and ankyrin repeat domains 1,20p11.23,ENSG00000089091,DZANK1,protein_coding
ubiquitin-conjugating enzyme E2M pseudogene 1,16p11.2,ENSG00000261461,UBE2MP1,processed_pseudogene
ankyrin repeat and SOCS box containing 6,9q34.11,ENSG00000148331,ASB6,protein_coding
NADPH oxidase activator 1,9q34.3,ENSG00000188747,NOXA1,protein_coding
haloacid dehalogenase-like hydrolase domain containing 2,18q21.1,ENSG00000167220,HDHD2,protein_coding
"olfactory receptor, family 2, subfamily A, member 14",7q35,ENSG00000221938,OR2A14,protein_coding
"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",3q26.1,ENSG00000169255,B3GALNT1,protein_coding
small integral membrane protein 15,5q12.1,ENSG00000188725,SMIM15,protein_coding
TEN1-CDK3 readthrough (NMD candidate),17q25.1,ENSG00000261408,TEN1-CDK3,protein_coding
"olfactory receptor, family 8, subfamily B, member 8",11q24.2,ENSG00000197125,OR8B8,protein_coding
chemokine (C-C motif) receptor 10,17q21.2,ENSG00000184451,CCR10,protein_coding
coiled-coil-helix-coiled-coil-helix domain containing 2,7p11.2,ENSG00000106153,CHCHD2,protein_coding
RP11-346J10.2,5q21.1,ENSG00000275374,RP11-346J10.2,unprocessed_pseudogene
AC108938.5,2q13,ENSG00000257207,AC108938.5,protein_coding
transmembrane protein 167B,1p13.3,ENSG00000215717,TMEM167B,protein_coding
immunoglobulin lambda constant 2 (Kern-Oz- marker),22q11.22,ENSG00000211677,IGLC2,IG_C_gene
"beta-1,4-N-acetyl-galactosaminyl transferase 1",12q13.3,ENSG00000135454,B4GALNT1,protein_coding
"membrane-spanning 4-domains, subfamily A, member 15",11q12.2,ENSG00000166961,MS4A15,protein_coding
PTGER4P2,9q13,ENSG00000184523,PTGER4P2,processed_pseudogene
glutamine-rich 1,3p21.31,ENSG00000198218,QRICH1,protein_coding
F-box and leucine-rich repeat protein 8,16q22.1,ENSG00000135722,FBXL8,protein_coding
neurensin 1,6p22.3,ENSG00000152954,NRSN1,protein_coding
tubby bipartite transcription factor,11p15.4,ENSG00000166402,TUB,protein_coding
hyperpolarization activated cyclic nucleotide gated potassium channel 2,19p13.3,ENSG00000099822,HCN2,protein_coding
chromosome 11 open reading frame 94,11p11.2,ENSG00000234776,C11orf94,protein_coding
RP5-1042K10.14,,ENSG00000279624,RP5-1042K10.14,protein_coding
"wingless-type MMTV integration site family, member 2B",1p13.2,ENSG00000134245,WNT2B,protein_coding
"zinc finger, DHHC-type containing 6",10q25.2,ENSG00000023041,ZDHHC6,protein_coding
G protein-coupled receptor 32,19q13.33,ENSG00000142511,GPR32,protein_coding
charged multivesicular body protein 2B,3p11.2,ENSG00000083937,CHMP2B,protein_coding
coiled-coil domain containing 157,22q12.2,ENSG00000187860,CCDC157,protein_coding
"family with sequence similarity 160, member B2",8p21.3,ENSG00000158863,FAM160B2,protein_coding
transmembrane protein 63A,1q42.12,ENSG00000196187,TMEM63A,protein_coding
phosphatidylinositol binding clathrin assembly protein,11q14.2,ENSG00000073921,PICALM,protein_coding
"olfactory receptor, family 2, subfamily T, member 4",1q44,ENSG00000196944,OR2T4,protein_coding
"fatty acid binding protein 2, intestinal",4q26,ENSG00000145384,FABP2,protein_coding
"laminin, alpha 1",18p11.31,ENSG00000101680,LAMA1,protein_coding
C1q and tumor necrosis factor related protein 1,17q25.3,ENSG00000173918,C1QTNF1,protein_coding
kelch-like family member 8,4q22.1,ENSG00000145332,KLHL8,protein_coding
ankyrin repeat and SOCS box containing 7,15q26.3,ENSG00000183475,ASB7,protein_coding
"sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",16q22.1,ENSG00000103056,SMPD3,protein_coding
RNA binding motif protein 5,3p21.31,ENSG00000003756,RBM5,protein_coding
SATB homeobox 1,3p24.3,ENSG00000182568,SATB1,protein_coding
chromosome 1 open reading frame 68,1q21.3,ENSG00000198854,C1orf68,protein_coding
peptidylprolyl isomerase B (cyclophilin B),15q22.31,ENSG00000166794,PPIB,protein_coding
RNA binding motif protein 12,20q11.22,ENSG00000244462,RBM12,protein_coding
dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B,19q13.2,ENSG00000105204,DYRK1B,protein_coding
nuclear receptor 2C2-associated protein,19p13.11,ENSG00000184162,NR2C2AP,protein_coding
RP11-77K12.7,16q23.1,ENSG00000260092,RP11-77K12.7,protein_coding
"proteasome (prosome, macropain) assembly chaperone 1",21q22.2,ENSG00000183527,PSMG1,protein_coding
microRNA 512-2,19q13.42,ENSG00000207644,MIR512-2,miRNA
"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa",5q13.2,ENSG00000273841,TAF9,protein_coding
T cell receptor alpha variable 5,14q11.2,ENSG00000211779,TRAV5,TR_V_gene
impact RWD domain protein,18q11.2,ENSG00000154059,IMPACT,protein_coding
mediator complex subunit 25,19q13.33,ENSG00000104973,MED25,protein_coding
zinc finger protein 621,3p22.1,ENSG00000172888,ZNF621,protein_coding
IgLON family member 5,19q13.41,ENSG00000142549,IGLON5,protein_coding
transmembrane and coiled-coil domains 1,1q24.1,ENSG00000143183,TMCO1,protein_coding
claudin 15,7q22.1,ENSG00000106404,CLDN15,protein_coding
dystrophin,Xp21.2,ENSG00000198947,DMD,protein_coding
myelin protein zero-like 2,11q23.3,ENSG00000149573,MPZL2,protein_coding
Zic family member 2,13q32.3,ENSG00000043355,ZIC2,protein_coding
"3-hydroxyanthranilate 3,4-dioxygenase",2p21,ENSG00000162882,HAAO,protein_coding
neuropilin (NRP) and tolloid (TLL)-like 1,18q22.3,ENSG00000166342,NETO1,protein_coding
"eukaryotic translation initiation factor 3, subunit B",7p22.3,ENSG00000106263,EIF3B,protein_coding
ankyrin repeat domain 32,5q15,ENSG00000133302,ANKRD32,protein_coding
interleukin 20,1q32.1,ENSG00000162891,IL20,protein_coding
"solute carrier family 39 (zinc transporter), member 3",19p13.3,ENSG00000141873,SLC39A3,protein_coding
"PIN2/TERF1 interacting, telomerase inhibitor 1",8p23.1,ENSG00000254093,PINX1,protein_coding
"nuclear receptor subfamily 0, group B, member 1",Xp21.2,ENSG00000169297,NR0B1,protein_coding
oxysterol binding protein-like 3,7p15.3,ENSG00000070882,OSBPL3,protein_coding
dipeptidyl-peptidase 7,9q34.3,ENSG00000176978,DPP7,protein_coding
T cell receptor beta variable 25-1,7q34,ENSG00000211751,TRBV25-1,TR_V_gene
olfactomedin 3,1p21.1,ENSG00000118733,OLFM3,protein_coding
transmembrane and coiled-coil domain family 1,3q22.1,ENSG00000172765,TMCC1,protein_coding
cysteine-rich PDZ-binding protein,2p21,ENSG00000119878,CRIPT,protein_coding
"family with sequence similarity 27, member E3",9q21.11,ENSG00000274026,FAM27E3,transcribed_processed_pseudogene
suppressor of IKBKE 1,1p13.2,ENSG00000052723,SIKE1,protein_coding
keratin 17 pseudogene 7,17p11.2,ENSG00000205215,KRT17P7,transcribed_unprocessed_pseudogene
"SET domain, bifurcated 1",1q21.3,ENSG00000143379,SETDB1,protein_coding
"solute carrier family 26 (anion exchanger), member 11",17q25.3,ENSG00000181045,SLC26A11,protein_coding
"poly(A) binding protein, cytoplasmic 1",8q22.3,ENSG00000070756,PABPC1,protein_coding
carcinoembryonic antigen-related cell adhesion molecule 21,19q13.2,ENSG00000007129,CEACAM21,protein_coding
"alpha 1,3-galactosyltransferase 2",1p35.1,ENSG00000184389,A3GALT2,protein_coding
"olfactory receptor, family 51, subfamily A, member 4",11p15.4,ENSG00000205497,OR51A4,protein_coding
long intergenic non-protein coding RNA 1548,21q22.11,ENSG00000229086,LINC01548,lincRNA
T cell receptor beta variable 19,7q34,ENSG00000211746,TRBV19,TR_V_gene
"solute carrier family 25, member 35",17p13.1,ENSG00000125434,SLC25A35,protein_coding
"nuclear pore complex interacting protein family, member A2",16p13.11,ENSG00000254852,NPIPA2,protein_coding
"coiled-coil domain containing 144C, pseudogene",17p11.2,ENSG00000154898,CCDC144CP,transcribed_processed_pseudogene
stromal antigen 3,7q22.1,ENSG00000066923,STAG3,protein_coding
"tumor necrosis factor, alpha-induced protein 3",6q23.3,ENSG00000118503,TNFAIP3,protein_coding
RAD1 checkpoint DNA exonuclease,5p13.2,ENSG00000113456,RAD1,protein_coding
"NTPase, KAP family P-loop domain containing 1",19q13.32,ENSG00000179846,NKPD1,protein_coding
"gap junction protein, beta 3, 31kDa",1p34.3,ENSG00000188910,GJB3,protein_coding
lymphocyte transmembrane adaptor 1,1q32.1,ENSG00000122188,LAX1,protein_coding
death-associated protein kinase 3,19p13.3,ENSG00000167657,DAPK3,protein_coding
"Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",15q21.2,ENSG00000166477,LEO1,protein_coding
synaptonemal complex central element protein 2,19p13.13,ENSG00000161860,SYCE2,protein_coding
"WAS protein family, member 4, pseudogene",Xp11.23,ENSG00000188459,WASF4P,processed_pseudogene
dedicator of cytokinesis 6,19p13.2,ENSG00000130158,DOCK6,protein_coding
KDM5C adjacent non-coding transcript,Xp11.22,ENSG00000232593,KANTR,lincRNA
AC079612.1,2q37.3,ENSG00000196758,AC079612.1,lincRNA
microRNA 129-2,11p11.2,ENSG00000199077,MIR129-2,miRNA
"guanine nucleotide binding protein (G protein), gamma 10",9q31.3,ENSG00000242616,GNG10,protein_coding
cordon-bleu WH2 repeat protein,7p12.1,ENSG00000106078,COBL,protein_coding
Wolf-Hirschhorn syndrome candidate 1,4p16.3,ENSG00000109685,WHSC1,protein_coding
mesogenin 1,2p24.2,ENSG00000151379,MSGN1,protein_coding
leucine rich repeat containing 61,7q36.1,ENSG00000127399,LRRC61,protein_coding
RP4-595K12.2,1p31.1,ENSG00000230863,RP4-595K12.2,processed_pseudogene
"laminin, beta 2 (laminin S)",3p21.31,ENSG00000172037,LAMB2,protein_coding
"protein phosphatase 1, regulatory subunit 27",17q25.3,ENSG00000182676,PPP1R27,protein_coding
"TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa",1q41,ENSG00000143498,TAF1A,protein_coding
RP11-1396O13.13,4p16.1,ENSG00000219492,RP11-1396O13.13,unprocessed_pseudogene
NEBL antisense RNA 1,10p12.31,ENSG00000231920,NEBL-AS1,antisense
abhydrolase domain containing 6,3p14.3,ENSG00000163686,ABHD6,protein_coding
C-x(9)-C motif containing 4,Xq28,ENSG00000182712,CMC4,protein_coding
pleiomorphic adenoma gene-like 1,6q24.2,ENSG00000118495,PLAGL1,protein_coding
RAP1 GTPase activating protein 2,17p13.3,ENSG00000132359,RAP1GAP2,protein_coding
5'-nucleotidase domain containing 3,12q23.3,ENSG00000111696,NT5DC3,protein_coding
"family with sequence similarity 3, member A",Xq28,ENSG00000071889,FAM3A,protein_coding
"solute carrier family 5 (sodium/glucose cotransporter), member 2",16p11.2,ENSG00000140675,SLC5A2,protein_coding
RP11-886H22.1,18q21.1,ENSG00000266997,RP11-886H22.1,protein_coding
"major histocompatibility complex, class II, DQ alpha 1",6p21.32,ENSG00000196735,HLA-DQA1,protein_coding
NudC domain containing 1,8q23.1,ENSG00000120526,NUDCD1,protein_coding
ubiquitin-like modifier activating enzyme 3,3p14.1,ENSG00000144744,UBA3,protein_coding
mitogen-activated protein kinase 3,16p11.2,ENSG00000102882,MAPK3,protein_coding
microRNA 1302-3,2q14.1,ENSG00000221055,MIR1302-3,miRNA
SP110 nuclear body protein,2q37.1,ENSG00000280755,SP110,protein_coding
WD repeat domain 88,19q13.11,ENSG00000166359,WDR88,protein_coding
Meis homeobox 3,19q13.32,ENSG00000105419,MEIS3,protein_coding
zinc finger protein 205,16p13.3,ENSG00000122386,ZNF205,protein_coding
"sodium channel, voltage gated, type IX alpha subunit",2q24.3,ENSG00000169432,SCN9A,protein_coding
"collagen, type VIII, alpha 2",1p34.3,ENSG00000171812,COL8A2,protein_coding
"solute carrier family 6 (neurotransmitter transporter), member 12",12p13.33,ENSG00000111181,SLC6A12,protein_coding
DEK proto-oncogene,6p22.3,ENSG00000124795,DEK,protein_coding
glypican 6,13q31.3,ENSG00000183098,GPC6,protein_coding
POU class 6 homeobox 1,12q13.13,ENSG00000184271,POU6F1,protein_coding
AP006285.2,11p15.5,ENSG00000278919,AP006285.2,protein_coding
chemokine (C-X-C motif) ligand 2,4q13.3,ENSG00000081041,CXCL2,protein_coding
"cholinergic receptor, muscarinic 1",11q12.3,ENSG00000168539,CHRM1,protein_coding
"olfactory receptor, family 11, subfamily L, member 1",1q44,ENSG00000197591,OR11L1,protein_coding
sorting nexin 3,6q21,ENSG00000112335,SNX3,protein_coding
zinc finger protein 410,14q24.3,ENSG00000119725,ZNF410,protein_coding
signal-regulatory protein alpha,20p13,ENSG00000198053,SIRPA,protein_coding
RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 3,16p12.2,ENSG00000257122,RRN3P3,transcribed_unprocessed_pseudogene
dedicator of cytokinesis 8,9p24.3,ENSG00000107099,DOCK8,protein_coding
amyloid beta precursor protein (cytoplasmic tail) binding protein 2,17q23.2,ENSG00000062725,APPBP2,protein_coding
low density lipoprotein receptor class A domain containing 4,18p11.21,ENSG00000168675,LDLRAD4,protein_coding
ADP-ribosyltransferase 3,4q21.1,ENSG00000156219,ART3,protein_coding
melanoma antigen family H1,Xp11.21,ENSG00000187601,MAGEH1,protein_coding
glutamate-rich 1,8p23.3,ENSG00000104714,ERICH1,protein_coding
kelch-like family member 14,18q12.1,ENSG00000197705,KLHL14,protein_coding
carbonyl reductase 1,21q22.12,ENSG00000159228,CBR1,protein_coding
mitochondrial ribosomal protein S16,10q22.2,ENSG00000182180,MRPS16,protein_coding
ubiquitin-conjugating enzyme E2E 2,3p24.3,ENSG00000182247,UBE2E2,protein_coding
CTD-3051D23.1,14q32.33,ENSG00000258811,CTD-3051D23.1,lincRNA
jagunal homolog 1 (Drosophila),3p25.3,ENSG00000171135,JAGN1,protein_coding
proline rich 32,Xq25,ENSG00000183631,PRR32,protein_coding
"olfactory receptor, family 7, subfamily C, member 2",19p13.12,ENSG00000127529,OR7C2,protein_coding
chromosome 15 open reading frame 53,15q14,ENSG00000175779,C15orf53,protein_coding
"tankyrase 1 binding protein 1, 182kDa",11q12.1,ENSG00000149115,TNKS1BP1,protein_coding
SCOC antisense RNA 1,4q31.1,ENSG00000196951,SCOC-AS1,antisense
stem-loop binding protein,4p16.3,ENSG00000163950,SLBP,protein_coding
SET domain containing 9,5q11.2,ENSG00000155542,SETD9,protein_coding
heat shock 27kDa protein 2,11q23.1,ENSG00000170276,HSPB2,protein_coding
DPY30 domain containing 1,10q23.1,ENSG00000170788,DYDC1,protein_coding
septin 9,17q25.3,ENSG00000184640,9-Sep,protein_coding
leucine rich repeat containing 47,1p36.32,ENSG00000130764,LRRC47,protein_coding
formin-like 1,17q21.31,ENSG00000184922,FMNL1,protein_coding
valosin containing protein (p97)/p47 complex interacting protein 1,8q13.1,ENSG00000175073,VCPIP1,protein_coding
chromosome 14 open reading frame 166,14q22.1,ENSG00000087302,C14orf166,protein_coding
receptor (chemosensory) transporter protein 2,3q27.3,ENSG00000198471,RTP2,protein_coding
vaccinia related kinase 2,2p16.1,ENSG00000028116,VRK2,protein_coding
coiled-coil domain containing 153,11q23.3,ENSG00000248712,CCDC153,protein_coding
"ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)",2q35,ENSG00000115657,ABCB6,protein_coding
transmembrane protein 161A,19p13.11,ENSG00000064545,TMEM161A,protein_coding
dendrocyte expressed seven transmembrane protein,8q22.3,ENSG00000164935,DCSTAMP,protein_coding
RP11-216L13.17,9q34.3,ENSG00000272896,RP11-216L13.17,protein_coding
melanocortin 2 receptor (adrenocorticotropic hormone),18p11.21,ENSG00000185231,MC2R,protein_coding
"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",6q21,ENSG00000009413,REV3L,protein_coding
hypermethylated in cancer 2,22q11.21,ENSG00000169635,HIC2,protein_coding
Alstrom syndrome 1,2p13.1,ENSG00000116127,ALMS1,protein_coding
translocation associated membrane protein 1-like 1,4q26,ENSG00000174599,TRAM1L1,protein_coding
"transcription factor B2, mitochondrial",1q44,ENSG00000162851,TFB2M,protein_coding
"solute carrier family 25 (glutamate carrier), member 18",22q11.21,ENSG00000182902,SLC25A18,protein_coding
lysocardiolipin acyltransferase 1,2p23.1,ENSG00000172954,LCLAT1,protein_coding
"family with sequence similarity 86, member B1",8p23.1,ENSG00000186523,FAM86B1,protein_coding
advillin,12q14.1,ENSG00000135407,AVIL,protein_coding
adenosine monophosphate deaminase 2,1p13.3,ENSG00000116337,AMPD2,protein_coding
phospholipase A2-activating protein,9p21.2,ENSG00000137055,PLAA,protein_coding
zinc finger protein 792,19q13.11,ENSG00000180884,ZNF792,protein_coding
