name,cytoband,symbol,gene_id,biotype
sirtuin 4,12q24.31,SIRT4,ENSG00000089163,protein_coding
RP11-437B10.1,15q26.1,RP11-437B10.1,ENSG00000279765,protein_coding
chromosome 4 open reading frame 45,4q32.1,C4orf45,ENSG00000164123,protein_coding
"prenyl (decaprenyl) diphosphate synthase, subunit 1",10p12.1,PDSS1,ENSG00000148459,protein_coding
excision repair cross-complementation group 1,19q13.32,ERCC1,ENSG00000012061,protein_coding
"chaperonin containing TCP1, subunit 6B (zeta 2)",17q12,CCT6B,ENSG00000132141,protein_coding
leucine rich repeat containing 16B,14q11.2,LRRC16B,ENSG00000186648,protein_coding
BCL2 binding component 3,19q13.32,BBC3,ENSG00000105327,protein_coding
BEN domain containing 2,Xp22.13,BEND2,ENSG00000177324,protein_coding
NIMA-related kinase 6,9q33.3,NEK6,ENSG00000119408,protein_coding
F-box protein 11,2p16.3,FBXO11,ENSG00000138081,protein_coding
"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa",19p13.3,NDUFA11,ENSG00000174886,protein_coding
post-GPI attachment to proteins 3,17q12,PGAP3,ENSG00000161395,protein_coding
SH3 and cysteine rich domain 3,12q13.3,STAC3,ENSG00000185482,protein_coding
ribosomal protein S12,6q23.2,RPS12,ENSG00000112306,protein_coding
"tubulin, beta 8 class VIII",10p15.3,TUBB8,ENSG00000261456,protein_coding
peptidylprolyl isomerase C (cyclophilin C),5q23.2,PPIC,ENSG00000168938,protein_coding
MAU2 sister chromatid cohesion factor,19p13.11,MAU2,ENSG00000129933,protein_coding
BRCA1 associated protein,12q24.12,BRAP,ENSG00000089234,protein_coding
"olfactory receptor, family 2, subfamily AG, member 2",11p15.4,OR2AG2,ENSG00000188124,protein_coding
mbt domain containing 1,17q21.33,MBTD1,ENSG00000011258,protein_coding
FAD-dependent oxidoreductase domain containing 2,22q12.3,FOXRED2,ENSG00000100350,protein_coding
glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,8q24.3,GPIHBP1,ENSG00000277494,protein_coding
"family with sequence similarity 222, member A",12q24.11,FAM222A,ENSG00000139438,protein_coding
"myosin VA (heavy chain 12, myoxin)",15q21.2,MYO5A,ENSG00000197535,protein_coding
melanocortin 3 receptor,20q13.2,MC3R,ENSG00000124089,protein_coding
AC003002.6,19q13.43,AC003002.6,ENSG00000269533,protein_coding
threonyl-tRNA synthetase-like 2,15q26.3,TARSL2,ENSG00000185418,protein_coding
hyaluronan binding protein 4,9q22.32,HABP4,ENSG00000130956,protein_coding
WD repeat domain 86,7q36.1,WDR86,ENSG00000187260,protein_coding
"adaptor-related protein complex 2, mu 1 subunit",3q27.1,AP2M1,ENSG00000161203,protein_coding
"carboxypeptidase, vitellogenic-like",7p14.3,CPVL,ENSG00000106066,protein_coding
CD38 molecule,4p15.32,CD38,ENSG00000004468,protein_coding
"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",19q13.12,GAPDHS,ENSG00000105679,protein_coding
chromodomain helicase DNA binding protein 3,17p13.1,CHD3,ENSG00000170004,protein_coding
"family with sequence similarity 89, member B",11q13.1,FAM89B,ENSG00000176973,protein_coding
complement component 2,6p21.33,C2,ENSG00000166278,protein_coding
methylcrotonoyl-CoA carboxylase 2 (beta),5q13.2,MCCC2,ENSG00000131844,protein_coding
neuronal differentiation 1,2q31.3,NEUROD1,ENSG00000162992,protein_coding
RP11-407N17.3,14q21.1,RP11-407N17.3,ENSG00000258941,protein_coding
glutamate-rich WD repeat containing 1,19q13.33,GRWD1,ENSG00000105447,protein_coding
translocase of outer mitochondrial membrane 40 homolog (yeast)-like,1q23.3,TOMM40L,ENSG00000158882,protein_coding
"dynein, axonemal, heavy chain 14",1q42.12,DNAH14,ENSG00000185842,protein_coding
transcription elongation factor A (SII)-like 3,Xq22.2,TCEAL3,ENSG00000196507,protein_coding
lysine (K)-specific demethylase 7A,7q34,KDM7A,ENSG00000006459,protein_coding
ephrin-A5,5q21.3,EFNA5,ENSG00000184349,protein_coding
ovarian tumor suppressor candidate 2,17p13.3,OVCA2,ENSG00000262664,protein_coding
leucine rich repeat containing 3C,17q21.1,LRRC3C,ENSG00000204913,protein_coding
ubiquitin-like modifier activating enzyme 2,19q13.11,UBA2,ENSG00000126261,protein_coding
zinc finger protein 419,19q13.43,ZNF419,ENSG00000105136,protein_coding
WAP four-disulfide core domain 2,20q13.12,WFDC2,ENSG00000101443,protein_coding
FLJ33360 protein,5p15.31,FLJ33360,ENSG00000250490,lincRNA
eukaryotic elongation factor 2 kinase,16p12.2,EEF2K,ENSG00000103319,protein_coding
magnesium transporter 1,Xq21.1,MAGT1,ENSG00000102158,protein_coding
"ATPase, class V, type 10B",5q34,ATP10B,ENSG00000118322,protein_coding
nudix (nucleoside diphosphate linked moiety X)-type motif 14,14q32.33,NUDT14,ENSG00000183828,protein_coding
SRY (sex determining region Y)-box 18,20q13.33,SOX18,ENSG00000203883,protein_coding
Vpr (HIV-1) binding protein,3p21.2,VPRBP,ENSG00000145041,protein_coding
"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",2q11.2,SEMA4C,ENSG00000168758,protein_coding
guanine monphosphate synthase,3q25.31,GMPS,ENSG00000163655,protein_coding
interferon regulatory factor 8,16q24.1,IRF8,ENSG00000140968,protein_coding
lysophospholipase-like 1,1q41,LYPLAL1,ENSG00000143353,protein_coding
serine/arginine-rich splicing factor 7,2p22.1,SRSF7,ENSG00000115875,protein_coding
"family with sequence similarity 76, member B",11q21,FAM76B,ENSG00000077458,protein_coding
cyclin-dependent kinase-like 5,Xp22.13,CDKL5,ENSG00000008086,protein_coding
MARVEL domain containing 3,16q22.2,MARVELD3,ENSG00000140832,protein_coding
"zinc finger protein, X-linked",Xp22.11,ZFX,ENSG00000005889,protein_coding
paternally expressed 10,7q21.3,PEG10,ENSG00000242265,protein_coding
"olfactory receptor, family 52, subfamily I, member 1",11p15.4,OR52I1,ENSG00000232268,protein_coding
leucine rich repeat containing 31,3q26.2,LRRC31,ENSG00000114248,protein_coding
RP11-514O12.4,6q27,RP11-514O12.4,ENSG00000249141,protein_coding
eyes shut homolog (Drosophila),6q12,EYS,ENSG00000188107,protein_coding
long intergenic non-protein coding RNA 1341,1q44,LINC01341,ENSG00000227953,processed_transcript
mesenchyme homeobox 2,7p21.2,MEOX2,ENSG00000106511,protein_coding
ADP-ribosylation factor-like 16,17q25.3,ARL16,ENSG00000214087,protein_coding
"superoxide dismutase 2, mitochondrial",6q25.3,SOD2,ENSG00000112096,protein_coding
synaptopodin 2-like,10q22.2,SYNPO2L,ENSG00000166317,protein_coding
beta-transducin repeat containing E3 ubiquitin protein ligase,10q24.32,BTRC,ENSG00000166167,protein_coding
ubiquitin specific peptidase 17-like family member 21,4p16.1,USP17L21,ENSG00000249811,protein_coding
primary cilia formation,1p13.2,PIFO,ENSG00000173947,protein_coding
IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),7q31.1,IMMP2L,ENSG00000184903,protein_coding
ring finger protein 13,3q25.1,RNF13,ENSG00000082996,protein_coding
thrombopoietin,3q27.1,THPO,ENSG00000090534,protein_coding
ubiquitin specific peptidase 36,17q25.3,USP36,ENSG00000055483,protein_coding
"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",1p21.2,AGL,ENSG00000162688,protein_coding
ribosomal protein L22-like 1,3q26.2,RPL22L1,ENSG00000163584,protein_coding
zinc finger protein 557,19p13.2,ZNF557,ENSG00000130544,protein_coding
RAD51L3-RFFL readthrough,17q12,RAD51L3-RFFL,ENSG00000267618,protein_coding
thimet oligopeptidase 1,19p13.3,THOP1,ENSG00000172009,protein_coding
"solute carrier family 18 (vesicular acetylcholine transporter), member 3",10q11.23,SLC18A3,ENSG00000187714,protein_coding
leucine rich repeat containing 74B,22q11.21,LRRC74B,ENSG00000187905,protein_coding
testis-specific serine kinase 4,14q12,TSSK4,ENSG00000139908,protein_coding
"cadherin 2, type 1, N-cadherin (neuronal)",18q12.1,CDH2,ENSG00000170558,protein_coding
"DIRAS family, GTP-binding RAS-like 1",19p13.3,DIRAS1,ENSG00000176490,protein_coding
"cytochrome P450, family 4, subfamily A, polypeptide 22",1p33,CYP4A22,ENSG00000162365,protein_coding
thyrotropin-releasing hormone,3q22.1,TRH,ENSG00000170893,protein_coding
cysteine rich transmembrane BMP regulator 1 (chordin-like),2p22.2,CRIM1,ENSG00000150938,protein_coding
INO80 complex subunit,15q15.1,INO80,ENSG00000128908,protein_coding
"leucine rich repeat containing 37, member A4, pseudogene",17q21.31,LRRC37A4P,ENSG00000214425,transcribed_unprocessed_pseudogene
"solute carrier family 5 (sodium/choline cotransporter), member 7",2q12.3,SLC5A7,ENSG00000115665,protein_coding
transmembrane protein 191B,22q11.21,TMEM191B,ENSG00000278558,protein_coding
chromosome 11 open reading frame 24,11q13.2,C11orf24,ENSG00000171067,protein_coding
potassium channel tetramerization domain containing 12,13q22.3,KCTD12,ENSG00000178695,protein_coding
chromosome 1 open reading frame 162,1p13.2,C1orf162,ENSG00000143110,protein_coding
POM121 and ZP3 fusion,7q11.23,POMZP3,ENSG00000146707,protein_coding
interleukin 36 receptor antagonist,2q14.1,IL36RN,ENSG00000136695,protein_coding
ribosomal protein S14,5q33.1,RPS14,ENSG00000164587,protein_coding
far upstream element (FUSE) binding protein 1,1p31.1,FUBP1,ENSG00000162613,protein_coding
glycine amidinotransferase (L-arginine:glycine amidinotransferase),15q21.1,GATM,ENSG00000171766,protein_coding
junctional adhesion molecule 2,21q21.3,JAM2,ENSG00000154721,protein_coding
"calcium-binding protein, spermatid-specific 1",4q13.3,CABS1,ENSG00000145309,protein_coding
hydroxysteroid (17-beta) dehydrogenase 14,19q13.33,HSD17B14,ENSG00000087076,protein_coding
sprouty homolog 3 (Drosophila),Xq28,SPRY3,ENSG00000168939,protein_coding
adherens junctions associated protein 1,1p36.32,AJAP1,ENSG00000196581,protein_coding
coiled-coil domain containing 126,7p15.3,CCDC126,ENSG00000169193,protein_coding
vesicle-associated membrane protein 3,1p36.23,VAMP3,ENSG00000049245,protein_coding
lysine (K)-specific demethylase 3A,2p11.2,KDM3A,ENSG00000115548,protein_coding
carbonic anhydrase I,8q21.2,CA1,ENSG00000133742,protein_coding
placenta-specific 9,10q22.3,PLAC9,ENSG00000189129,protein_coding
"hemoglobin, theta 1",16p13.3,HBQ1,ENSG00000086506,protein_coding
etoposide induced 2.4,11q24.2,EI24,ENSG00000149547,protein_coding
NCK adaptor protein 1,3q22.3,NCK1,ENSG00000158092,protein_coding
ALS2 C-terminal like,3p21.31,ALS2CL,ENSG00000178038,protein_coding
coiled-coil domain containing 93,2q14.1,CCDC93,ENSG00000125633,protein_coding
"olfactory receptor, family 2, subfamily S, member 2 (gene/pseudogene)",,OR2S2,ENSG00000122718,protein_coding
"crystallin, gamma C",2q33.3,CRYGC,ENSG00000163254,protein_coding
cytochrome c oxidase subunit VIIIA (ubiquitous),11q13.1,COX8A,ENSG00000176340,protein_coding
pyruvate carboxylase,11q13.2,PC,ENSG00000173599,protein_coding
formin-like 3,12q13.12,FMNL3,ENSG00000161791,protein_coding
HRAS-like suppressor,3q29,HRASLS,ENSG00000127252,protein_coding
zinc finger homeobox 3,16q22.2,ZFHX3,ENSG00000140836,protein_coding
"catenin (cadherin-associated protein), delta 1",11q12.1,CTNND1,ENSG00000198561,protein_coding
cell division cycle 7,1p22.1,CDC7,ENSG00000097046,protein_coding
"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",10p15.1,PFKFB3,ENSG00000170525,protein_coding
"ankyrin 1, erythrocytic",8p11.21,ANK1,ENSG00000029534,protein_coding
guanylate cyclase activator 1C,3q13.13,GUCA1C,ENSG00000138472,protein_coding
CD14 molecule,5q31.3,CD14,ENSG00000170458,protein_coding
immunoglobulin kappa variable 3D-15 (gene/pseudogene),2p11.2,IGKV3D-15,ENSG00000224041,IG_V_gene
actin-like 10,20q11.22,ACTL10,ENSG00000182584,protein_coding
AC092835.2,2q11.1,AC092835.2,ENSG00000233757,protein_coding
tetratricopeptide repeat domain 7A,2p21,TTC7A,ENSG00000068724,protein_coding
transmembrane protein 161B,5q14.3,TMEM161B,ENSG00000164180,protein_coding
zinc finger protein 394,7q22.1,ZNF394,ENSG00000160908,protein_coding
synaptotagmin XII,11q13.2,SYT12,ENSG00000173227,protein_coding
mediator complex subunit 16,19p13.3,MED16,ENSG00000175221,protein_coding
PHD finger protein 1,6p21.32,PHF1,ENSG00000112511,protein_coding
oxysterol binding protein-like 6,2q31.2,OSBPL6,ENSG00000079156,protein_coding
"inhibin, beta C",12q13.3,INHBC,ENSG00000175189,protein_coding
WD repeat domain 81,17p13.3,WDR81,ENSG00000167716,protein_coding
ring finger protein 39,6p22.1,RNF39,ENSG00000204618,protein_coding
BCL2-antagonist/killer 1,6p21.31,BAK1,ENSG00000030110,protein_coding
"short chain dehydrogenase/reductase family 16C, member 5",8q12.1,SDR16C5,ENSG00000170786,protein_coding
transducin (beta)-like 2,7q11.23,TBL2,ENSG00000106638,protein_coding
tudor domain containing 9,14q32.33,TDRD9,ENSG00000156414,protein_coding
septin 1,16p11.2,1-Sep,ENSG00000180096,protein_coding
"olfactory receptor, family 2, subfamily L, member 13",1q44,OR2L13,ENSG00000196071,protein_coding
"RNA binding motif (RNP1, RRM) protein 3",Xp11.23,RBM3,ENSG00000102317,protein_coding
"solute carrier family 30 (zinc transporter), member 7",1p21.2,SLC30A7,ENSG00000162695,protein_coding
chromosome 20 open reading frame 141,20p13,C20orf141,ENSG00000258713,protein_coding
IQ motif containing C,1p35.2,IQCC,ENSG00000160051,protein_coding
"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",16p13.3,STUB1,ENSG00000103266,protein_coding
translocase of inner mitochondrial membrane 21 homolog (yeast),18q22.3,TIMM21,ENSG00000075336,protein_coding
zinc finger protein 594,17p13.2,ZNF594,ENSG00000180626,protein_coding
GRB2-associated binding protein 3,Xq28,GAB3,ENSG00000160219,protein_coding
inositol monophosphatase domain containing 1,8q12.1,IMPAD1,ENSG00000104331,protein_coding
"gamma-aminobutyric acid (GABA) B receptor, 2",9q22.33,GABBR2,ENSG00000136928,protein_coding
myoneurin,3q26.2,MYNN,ENSG00000085274,protein_coding
potassium channel tetramerization domain containing 18,2q33.1,KCTD18,ENSG00000155729,protein_coding
melanoma antigen family A10,Xq28,MAGEA10,ENSG00000124260,protein_coding
"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",8p23.1,TNKS,ENSG00000173273,protein_coding
"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",16p11.2,SULT1A1,ENSG00000196502,protein_coding
glutamate-rich 6,3q25.1,ERICH6,ENSG00000163645,protein_coding
pitrilysin metallopeptidase 1,10p15.2,PITRM1,ENSG00000107959,protein_coding
IKAROS family zinc finger 1 (Ikaros),7p12.2,IKZF1,ENSG00000185811,protein_coding
SHC (Src homology 2 domain containing) transforming protein 1,1q21.3,SHC1,ENSG00000160691,protein_coding
transmembrane and tetratricopeptide repeat containing 2,12q21.31,TMTC2,ENSG00000179104,protein_coding
RP11-546B8.6,5q35.1,RP11-546B8.6,ENSG00000275038,protein_coding
"solute carrier family 22 (organic anion transporter), member 8",11q12.3,SLC22A8,ENSG00000149452,protein_coding
chromosome 1 open reading frame 204,1q23.2,C1orf204,ENSG00000188004,protein_coding
3-hydroxyisobutyrate dehydrogenase,7p15.2,HIBADH,ENSG00000106049,protein_coding
"BRX1, biogenesis of ribosomes",5p13.2,BRIX1,ENSG00000113460,protein_coding
hyperpolarization activated cyclic nucleotide gated potassium channel 4,15q24.1,HCN4,ENSG00000138622,protein_coding
leucine-rich repeats and WD repeat domain containing 1,7q22.1,LRWD1,ENSG00000161036,protein_coding
"coiled-coil domain containing 163, pseudogene",1p34.1,CCDC163P,ENSG00000280670,protein_coding
epithelial cell adhesion molecule,2p21,EPCAM,ENSG00000119888,protein_coding
zinc finger protein 80,3q13.31,ZNF80,ENSG00000174255,protein_coding
G protein-coupled receptor 1,2q33.3,GPR1,ENSG00000183671,protein_coding
ubiquitin associated protein 2-like,1q21.3,UBAP2L,ENSG00000143569,protein_coding
"golgin A8 family, member Q",15q13.2,GOLGA8Q,ENSG00000178115,protein_coding
"potassium channel, voltage gated modifier subfamily V, member 2",9p24.2,KCNV2,ENSG00000168263,protein_coding
polymerase (RNA) III (DNA directed) polypeptide H (22.9kD),22q13.2,POLR3H,ENSG00000100413,protein_coding
potassium channel tetramerization domain containing 19,16q22.1,KCTD19,ENSG00000168676,protein_coding
Rho GTPase activating protein 12,10p11.22,ARHGAP12,ENSG00000165322,protein_coding
"family with sequence similarity 129, member C",19p13.11,FAM129C,ENSG00000167483,protein_coding
chromosome 8 open reading frame 76,8q24.13,C8orf76,ENSG00000189376,protein_coding
"synovial apoptosis inhibitor 1, synoviolin",11q13.1,SYVN1,ENSG00000162298,protein_coding
"cadherin 9, type 2 (T1-cadherin)",5p14.1,CDH9,ENSG00000113100,protein_coding
RP11-651P23.5,3q25.1,RP11-651P23.5,ENSG00000242791,lincRNA
EYA transcriptional coactivator and phosphatase 4,6q23.2,EYA4,ENSG00000112319,protein_coding
"WAS protein family, member 1",6q21,WASF1,ENSG00000112290,protein_coding
"leucine rich repeat containing 37, member A3",17q24.1,LRRC37A3,ENSG00000176809,protein_coding
G protein-coupled receptor 37 like 1,1q32.1,GPR37L1,ENSG00000170075,protein_coding
thioredoxin reductase 1,12q23.3,TXNRD1,ENSG00000198431,protein_coding
progestin and adipoQ receptor family member VII,1p36.11,PAQR7,ENSG00000182749,protein_coding
AC009065.4,16p13.3,AC009065.4,ENSG00000279473,protein_coding
WW domain containing oxidoreductase,16q23.1,WWOX,ENSG00000186153,protein_coding
RP11-204M4.2,9p12,RP11-204M4.2,ENSG00000204837,unprocessed_pseudogene
coiled-coil domain containing 64,12q24.23,CCDC64,ENSG00000135127,protein_coding
adhesion G protein-coupled receptor B3,6q12,ADGRB3,ENSG00000135298,protein_coding
"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)",17q25.3,RAC3,ENSG00000169750,protein_coding
AJ239318.1,21q11.2,AJ239318.1,ENSG00000280108,protein_coding
MyoD family inhibitor,6p21.1,MDFI,ENSG00000112559,protein_coding
keratin associated protein 9-6,17q21.2,KRTAP9-6,ENSG00000212659,protein_coding
choroideremia (Rab escort protein 1),Xq21.2,CHM,ENSG00000188419,protein_coding
GATA zinc finger domain containing 1,7q21.2,GATAD1,ENSG00000157259,protein_coding
integrator complex subunit 7,1q32.3,INTS7,ENSG00000143493,protein_coding
"lymphocyte antigen 6 complex, locus E",8q24.3,LY6E,ENSG00000160932,protein_coding
valyl-tRNA synthetase,6p21.33,VARS,ENSG00000204394,protein_coding
"smoothened, frizzled class receptor",7q32.1,SMO,ENSG00000128602,protein_coding
abhydrolase domain containing 10,3q13.2,ABHD10,ENSG00000144827,protein_coding
chromosome 17 open reading frame 64,17q23.2,C17orf64,ENSG00000141371,protein_coding
"spindlin family, member 3",Xp11.21,SPIN3,ENSG00000204271,protein_coding
chemokine (C-C motif) receptor 3,3p21.31,CCR3,ENSG00000183625,protein_coding
anaphase promoting complex subunit 1,2q13,ANAPC1,ENSG00000153107,protein_coding
dual specificity phosphatase 23,1q23.2,DUSP23,ENSG00000158716,protein_coding
"cat eye syndrome chromosome region, candidate 2",22q11.1,CECR2,ENSG00000099954,protein_coding
"gamma-aminobutyric acid (GABA) A receptor, alpha 5",15q12,GABRA5,ENSG00000186297,protein_coding
signal peptidase complex subunit 3 homolog (S. cerevisiae),4q34.2,SPCS3,ENSG00000129128,protein_coding
methyltransferase like 18,1q24.2,METTL18,ENSG00000171806,protein_coding
XXbac-BPG246D15.9,6p21.32,XXbac-BPG246D15.9,ENSG00000250264,protein_coding
MSS51 mitochondrial translational activator,10q22.2,MSS51,ENSG00000166343,protein_coding
